Geo Point,Geo Shape,Export Date,Name,Operating Voltage
"57.54032491246258, -2.9383568010313192","{""coordinates"": [[[-2.939288756251678, 57.54082491970262, 0.0], [-2.93931588747541, 57.540873046110896, 0.0], [-2.938240327968034, 57.54105800923658, 0.0], [-2.938211204528068, 57.54101681428543, 0.0], [-2.937631954262187, 57.54112406287035, 0.0], [-2.937105797024998, 57.54054057476549, 0.0], [-2.937191074112099, 57.54051775376299, 0.0], [-2.93724127921196, 57.54046923237852, 0.0], [-2.936869390070661, 57.54006416700583, 0.0], [-2.937386917033841, 57.539932775905406, 0.0], [-2.937481235764605, 57.539838643744616, 0.0], [-2.937705403479365, 57.53978048488274, 0.0], [-2.937895890393647, 57.53980077878578, 0.0], [-2.93848243111591, 57.53964794276264, 0.0], [-2.938536646131101, 57.53956448326508, 0.0], [-2.938759545794611, 57.53950651160164, 0.0], [-2.938946988682571, 57.53952545485704, 0.0], [-2.939065421449776, 57.53949422941172, 0.0], [-2.939288774439296, 57.53973501758264, 0.0], [-2.939376797911216, 57.53983462132687, 0.0], [-2.939507405850385, 57.53998240704572, 0.0], [-2.939806124754103, 57.54030643534528, 0.0], [-2.939599261840546, 57.540362591686645, 0.0], [-2.939555046008736, 57.54039705603403, 0.0], [-2.939509944156288, 57.540429550709746, 0.0], [-2.939364782027348, 57.540475096676374, 0.0], [-2.939441352588645, 57.54069820242186, 0.0], [-2.939221601737553, 57.54074699819122, 0.0], [-2.939288756251678, 57.54082491970262, 0.0]]], ""type"": ""Polygon""}",30/01/2026,KEITH SUBSTATION,275000
"57.5227450463396, -2.9480828330838116","{""coordinates"": [[[-2.946419957713808, 57.52129858349934, 0.0], [-2.946484965431909, 57.52118941971661, 0.0], [-2.947351897833796, 57.52086329950449, 0.0], [-2.94811515386019, 57.52070582642887, 0.0], [-2.949116503862848, 57.52071551925222, 0.0], [-2.94914839133929, 57.520704535749736, 0.0], [-2.949306958851491, 57.52070481617232, 0.0], [-2.949343529704914, 57.52071921925981, 0.0], [-2.950028569410884, 57.52072665787419, 0.0], [-2.950065699594078, 57.52071505077369, 0.0], [-2.950225388818984, 57.520715447359315, 0.0], [-2.950257349155953, 57.520729741173646, 0.0], [-2.951567074985699, 57.52074720683455, 0.0], [-2.951526343506654, 57.521786451286296, 0.0], [-2.951630996164069, 57.52184349464455, 0.0], [-2.95289809833827, 57.521867798735805, 0.0], [-2.952397550880411, 57.523357652219, 0.0], [-2.949857249746696, 57.5236184498893, 0.0], [-2.949319809945588, 57.524761006991476, 0.0], [-2.948360935707588, 57.52510337171926, 0.0], [-2.944605884532502, 57.52459098356319, 0.0], [-2.943964946635711, 57.52275931624697, 0.0], [-2.944286427763675, 57.522017287933004, 0.0], [-2.94393642713072, 57.52168930564684, 0.0], [-2.945087430565823, 57.521324560074014, 0.0], [-2.945987425835488, 57.52145835531214, 0.0], [-2.946012010965121, 57.52146577061588, 0.0], [-2.946347845795425, 57.52141968501726, 0.0], [-2.946419957713808, 57.52129858349934, 0.0]]], ""type"": ""Polygon""}",30/01/2026,BLACKHILLOCK SUBSTATION,275000
"57.94989421412387, -4.274649293325008","{""coordinates"": [[[-4.277212386842491, 57.95084913495954, 0.0], [-4.27197086949079, 57.950942963010945, 0.0], [-4.271894195784257, 57.94973084452082, 0.0], [-4.272399822019999, 57.949721802895944, 0.0], [-4.272529247198817, 57.949648200725626, 0.0], [-4.272479892312624, 57.9488681235615, 0.0], [-4.277081567597449, 57.94878573951833, 0.0], [-4.277136449645912, 57.94965142176108, 0.0], [-4.277212386842491, 57.95084913495954, 0.0]]], ""type"": ""Polygon""}",30/01/2026,LOCH BUIDHE SUBSTATION,275000
"56.60967540510666, -3.161993224836947","{""coordinates"": [[[-3.165145000946823, 56.60901599133853, 0.0], [-3.164472037906533, 56.60924813237543, 0.0], [-3.164969535170575, 56.60968700568701, 0.0], [-3.160457929683802, 56.6112461832843, 0.0], [-3.158726165587364, 56.609721758938164, 0.0], [-3.16247737333283, 56.608426009088255, 0.0], [-3.162821732876624, 56.608728621597606, 0.0], [-3.162836971192688, 56.60873076301079, 0.0], [-3.164262038311415, 56.608238378355544, 0.0], [-3.165145000946823, 56.60901599133853, 0.0]]], ""type"": ""Polygon""}",30/01/2026,ALYTH SUBSTATION,275000
"57.951410039616555, -4.272422610659626","{""coordinates"": [[[-4.27262424829162, 57.95150954078219, 0.0], [-4.272234804952283, 57.951517403969504, 0.0], [-4.272222413895989, 57.951308995166414, 0.0], [-4.272610715439049, 57.95130395571622, 0.0], [-4.27262424829162, 57.95150954078219, 0.0]]], ""type"": ""Polygon""}",30/01/2026,LOCH BUIDHE 275kV SEALING END COMPOUND,275000
"57.430457964949916, -4.238756683461792","{""coordinates"": [[[-4.238673129557556, 57.43080276809976, 0.0], [-4.23846623561789, 57.43075963035291, 0.0], [-4.238319433252882, 57.43067178205145, 0.0], [-4.238695908416985, 57.43013526296358, 0.0], [-4.239014676855547, 57.43014261745314, 0.0], [-4.239130627879847, 57.43016723436016, 0.0], [-4.239105686483914, 57.430215174973206, 0.0], [-4.239095127242291, 57.430512692375515, 0.0], [-4.238673129557556, 57.43080276809976, 0.0]]], ""type"": ""Polygon""}",30/01/2026,KNOCKNAGAEL-BEAULY (BC) 275kV SEALING END COMPOUND,275000
"57.218816255611166, -2.3832233531659965","{""coordinates"": [[[-2.383609335282133, 57.2194400911795, 0.0], [-2.383291289319798, 57.219399474128714, 0.0], [-2.383108194847074, 57.21946431978873, 0.0], [-2.382096965228436, 57.21984161779196, 0.0], [-2.381720906597003, 57.2199580423256, 0.0], [-2.381499210364689, 57.22003582171904, 0.0], [-2.381274336739948, 57.2198515470145, 0.0], [-2.381119214623846, 57.219724430903305, 0.0], [-2.381114307429207, 57.21972611843348, 0.0], [-2.381093474121953, 57.2197332827314, 0.0], [-2.380104616939796, 57.220073325116424, 0.0], [-2.380097501762796, 57.22007543969584, 0.0], [-2.380091412696503, 57.220069614700186, 0.0], [-2.380080326605334, 57.22005900791946, 0.0], [-2.379975297857531, 57.219974167166285, 0.0], [-2.379900598726038, 57.21991120692631, 0.0], [-2.379505926807993, 57.21957853903776, 0.0], [-2.379474507173814, 57.21955361640363, 0.0], [-2.379384055165032, 57.21948189116419, 0.0], [-2.379280416609717, 57.21938698468186, 0.0], [-2.379183577016522, 57.21930912525094, 0.0], [-2.378723476198639, 57.218927749133435, 0.0], [-2.378683227107558, 57.2188942741861, 0.0], [-2.378435395173429, 57.21868886201211, 0.0], [-2.378580607437602, 57.218639916031414, 0.0], [-2.379067257705645, 57.21846238088281, 0.0], [-2.379185586227957, 57.218420081041884, 0.0], [-2.379635438012782, 57.21825926526926, 0.0], [-2.379700601756018, 57.21823580224221, 0.0], [-2.379745769171557, 57.21821969206383, 0.0], [-2.379748610079012, 57.21821867917165, 0.0], [-2.379691880141002, 57.218176630730646, 0.0], [-2.379622678869509, 57.218120252588285, 0.0], [-2.379591692579833, 57.21809500887484, 0.0], [-2.379566645758727, 57.21807460339817, 0.0], [-2.379565752112891, 57.218024687634056, 0.0], [-2.379563970682046, 57.21792381406023, 0.0], [-2.37969520503387, 57.21788307457793, 0.0], [-2.379830573672277, 57.21784105045702, 0.0], [-2.379915006647968, 57.21781483950214, 0.0], [-2.380452902841308, 57.217630855732814, 0.0], [-2.380645921070658, 57.21756199986879, 0.0], [-2.380749822190556, 57.217529902947234, 0.0], [-2.380814902573487, 57.21750979024386, 0.0], [-2.380860061054585, 57.21749583740177, 0.0], [-2.380899916467163, 57.217499916020685, 0.0], [-2.380907549410556, 57.21750069683704, 0.0], [-2.381203051421217, 57.21753091958803, 0.0], [-2.38121873337751, 57.21753252393656, 0.0], [-2.381240440477337, 57.2175347441837, 0.0], [-2.381246697672974, 57.217535383633255, 0.0], [-2.381495360360263, 57.21756391271966, 0.0], [-2.381496690249989, 57.217564903094996, 0.0], [-2.381501949739335, 57.217568819863786, 0.0], [-2.381525395516761, 57.21758627891142, 0.0], [-2.381713980216253, 57.21774560281932, 0.0], [-2.382053910426508, 57.2180341551286, 0.0], [-2.382559433841534, 57.21802757070066, 0.0], [-2.382747529766639, 57.21796132898135, 0.0], [-2.383123367630214, 57.2182536567542, 0.0], [-2.383699658686825, 57.2183846714629, 0.0], [-2.387469243198028, 57.217821905433965, 0.0], [-2.387618389281354, 57.217936945604215, 0.0], [-2.387794207299387, 57.218284598622944, 0.0], [-2.388046660163492, 57.21846539709196, 0.0], [-2.388401760641343, 57.21911806483019, 0.0], [-2.388257358107915, 57.21926175968296, 0.0], [-2.385449303733409, 57.2196756672022, 0.0], [-2.385290899524858, 57.21969671463787, 0.0], [-2.385220849412379, 57.21958606785966, 0.0], [-2.38512013928575, 57.21954370048052, 0.0], [-2.384445974810787, 57.219644389333176, 0.0], [-2.383987841179404, 57.21953694016095, 0.0], [-2.383609335282133, 57.2194400911795, 0.0]]], ""type"": ""Polygon""}",30/01/2026,KINTORE SUBSTATION,400000
"57.47648332139021, -1.800707662137373","{""coordinates"": [[[-1.802399611198224, 57.475780629298356, 0.0], [-1.802391529174811, 57.47684953299019, 0.0], [-1.802326486086955, 57.476884350906495, 0.0], [-1.802328642513642, 57.47690221699481, 0.0], [-1.802339474246088, 57.47693535622757, 0.0], [-1.802220727477204, 57.47694795342311, 0.0], [-1.802039736285675, 57.477021396026615, 0.0], [-1.801743381958826, 57.47702080635494, 0.0], [-1.801727345923839, 57.47702938557515, 0.0], [-1.801726687730337, 57.47712393224443, 0.0], [-1.798975256634316, 57.47711822592779, 0.0], [-1.798983474839458, 57.47593202297391, 0.0], [-1.800933513060431, 57.475935927945535, 0.0], [-1.801225991359018, 57.475776093007575, 0.0], [-1.802399611198224, 57.475780629298356, 0.0]]], ""type"": ""Polygon""}",30/01/2026,PETERHEAD 4 SUBSTATION,400000
"57.55677708679975, -3.4203921982499077","{""coordinates"": [[[-3.420908254457408, 57.556581850443465, 0.0], [-3.421021370602161, 57.55683840651125, 0.0], [-3.420351428354533, 57.55692311553445, 0.0], [-3.42030759914455, 57.556960259829836, 0.0], [-3.420083690207495, 57.55698739341206, 0.0], [-3.42001584481433, 57.55696554566449, 0.0], [-3.419867130246152, 57.556984348925425, 0.0], [-3.419758949712344, 57.55672558031974, 0.0], [-3.420476920308081, 57.556635793788175, 0.0], [-3.420439193548425, 57.556558290954825, 0.0], [-3.420645568670749, 57.5565316235155, 0.0], [-3.420687302567325, 57.55660948276845, 0.0], [-3.420908254457408, 57.556581850443465, 0.0]]], ""type"": ""Polygon""}",30/01/2026,DALLAS SUBSTATION,275000
"58.57598718909035, -3.75389676476981","{""coordinates"": [[[-3.754659563613899, 58.57545248158039, 0.0], [-3.754875964214868, 58.575616724823796, 0.0], [-3.755036393994021, 58.57582712281778, 0.0], [-3.75499999299976, 58.575834132618276, 0.0], [-3.755314455571038, 58.57623367664283, 0.0], [-3.754592533336576, 58.57638542983961, 0.0], [-3.753373626396478, 58.576616801315026, 0.0], [-3.753250216505596, 58.576601738500166, 0.0], [-3.753154606410201, 58.57657038396844, 0.0], [-3.753040315522938, 58.57645157259229, 0.0], [-3.752525325675239, 58.57579646891703, 0.0], [-3.752586327942276, 58.575704307801786, 0.0], [-3.753905952239539, 58.57544340377756, 0.0], [-3.754329762598895, 58.575379624316525, 0.0], [-3.754659563613899, 58.57545248158039, 0.0]]], ""type"": ""Polygon""}",30/01/2026,DOUNREAY SUBSTATION,275000
"58.11427449131789, -3.9568663574100897","{""coordinates"": [[[-3.957689619460141, 58.11379987712862, 0.0], [-3.957847956835036, 58.113823476517894, 0.0], [-3.957631742721575, 58.114211364762824, 0.0], [-3.957536559842647, 58.11431598949071, 0.0], [-3.957207057388305, 58.11489424388376, 0.0], [-3.956034997085029, 58.1147203249728, 0.0], [-3.955942648605624, 58.11470662151324, 0.0], [-3.956227393317814, 58.11415748998423, 0.0], [-3.956245827534286, 58.11412193785854, 0.0], [-3.956092677082457, 58.11410405689186, 0.0], [-3.956125050020877, 58.11404520929469, 0.0], [-3.956258580855455, 58.11377543815446, 0.0], [-3.956695560230329, 58.11384221804761, 0.0], [-3.956707511606599, 58.1138388218854, 0.0], [-3.957141253440282, 58.113715573116686, 0.0], [-3.957468009830024, 58.113766847833354, 0.0], [-3.957689619460141, 58.11379987712862, 0.0]]], ""type"": ""Polygon""}",30/01/2026,GORDONBUSH SUBSTATION,275000
"58.04313308635192, -4.054564541331675","{""coordinates"": [[[-4.053946236119562, 58.042839318923484, 0.0], [-4.053997210038039, 58.042878543675045, 0.0], [-4.054028087259681, 58.042902303787386, 0.0], [-4.054049041957319, 58.0429184283802, 0.0], [-4.05434658854245, 58.042916141686696, 0.0], [-4.054852822201969, 58.04275572946411, 0.0], [-4.055072243084137, 58.04268619911501, 0.0], [-4.055380792638891, 58.042959621241444, 0.0], [-4.055382529641864, 58.042960365837835, 0.0], [-4.05543958656925, 58.042984762085936, 0.0], [-4.055643033688822, 58.04292020366724, 0.0], [-4.055827293034342, 58.04308349943911, 0.0], [-4.055623844816638, 58.04314804917855, 0.0], [-4.055610029363749, 58.043161373168545, 0.0], [-4.055609396885234, 58.043161983532656, 0.0], [-4.054142710460122, 58.043626493925146, 0.0], [-4.053829642650957, 58.043354696045505, 0.0], [-4.053501421711191, 58.0430697364956, 0.0], [-4.053426263756708, 58.04300448439673, 0.0], [-4.05347815970809, 58.04298800012792, 0.0], [-4.053575655213856, 58.04295703149099, 0.0], [-4.053563008581877, 58.04294576712734, 0.0], [-4.053854055534232, 58.042853833652885, 0.0], [-4.053866275475521, 58.042864717652094, 0.0], [-4.053946236119562, 58.042839318923484, 0.0]]], ""type"": ""Polygon""}",30/01/2026,STRATHBRORA SUBSTATION,275000
"57.301096494225064, -4.0666301446117705","{""coordinates"": [[[-4.068108286085945, 57.30144933456258, 0.0], [-4.066232966856177, 57.30176663761433, 0.0], [-4.065603083327574, 57.30162553380225, 0.0], [-4.065439285620087, 57.30134183920996, 0.0], [-4.06542655635315, 57.301294229022446, 0.0], [-4.065123681960307, 57.30076969693005, 0.0], [-4.067485074699029, 57.30037018104677, 0.0], [-4.06778555015137, 57.30089047026362, 0.0], [-4.067813867854355, 57.30093953102982, 0.0], [-4.068108286085945, 57.30144933456258, 0.0]]], ""type"": ""Polygon""}",30/01/2026,TOMATIN SUBSTATION,275000
"56.706905338073625, -4.028561571468424","{""coordinates"": [[[-4.029474045798808, 56.70668402323011, 0.0], [-4.029458369497333, 56.706702960315944, 0.0], [-4.029399758404182, 56.70678581176715, 0.0], [-4.029354234608012, 56.70684818858265, 0.0], [-4.029079509327368, 56.706994335867876, 0.0], [-4.029079963535072, 56.70700498572619, 0.0], [-4.029081496556064, 56.707040949215084, 0.0], [-4.029082665276195, 56.70706866061175, 0.0], [-4.029082675064659, 56.70706890307116, 0.0], [-4.029006538096784, 56.70706999063077, 0.0], [-4.028915478993221, 56.7073036781798, 0.0], [-4.028082361165109, 56.70731624007811, 0.0], [-4.028020996573727, 56.70723265425854, 0.0], [-4.027988396246554, 56.707188247573576, 0.0], [-4.027980056669127, 56.70705560169304, 0.0], [-4.027977440411367, 56.707014001022806, 0.0], [-4.027976263226175, 56.70699528462785, 0.0], [-4.027817136274453, 56.706938110349626, 0.0], [-4.027804752030492, 56.70671222721133, 0.0], [-4.028129822925504, 56.70670679061026, 0.0], [-4.028125441677023, 56.706602864747126, 0.0], [-4.028124504792471, 56.706580661511175, 0.0], [-4.028122614459295, 56.706535825783696, 0.0], [-4.028525996771375, 56.706529077890934, 0.0], [-4.028549059793459, 56.70652869238604, 0.0], [-4.028873182254594, 56.70652326927559, 0.0], [-4.028912735105377, 56.706564261968005, 0.0], [-4.029020736035015, 56.706676195614804, 0.0], [-4.029057278021923, 56.706667334206124, 0.0], [-4.029156052488757, 56.706643379850135, 0.0], [-4.02926082264919, 56.70661797355721, 0.0], [-4.029474045798808, 56.70668402323011, 0.0]]], ""type"": ""Polygon""}",30/01/2026,TUMMEL SUBSTATION,275000
"57.135743225538455, -4.718277241054283","{""coordinates"": [[[-4.717519825449409, 57.13723294636197, 0.0], [-4.717407823454914, 57.1373039735838, 0.0], [-4.717325057955324, 57.13735646446064, 0.0], [-4.717291789725279, 57.1373358051415, 0.0], [-4.717203312673152, 57.137280879175044, 0.0], [-4.716849042219703, 57.13711842189664, 0.0], [-4.716673943407986, 57.137038123869274, 0.0], [-4.716550637683697, 57.13698157967363, 0.0], [-4.716150260022019, 57.13679797530338, 0.0], [-4.71614075019678, 57.136793615882695, 0.0], [-4.716081684738312, 57.1367666939754, 0.0], [-4.71607710144095, 57.13676460041582, 0.0], [-4.716039779333083, 57.136746347308964, 0.0], [-4.716673018570504, 57.13633851913764, 0.0], [-4.716831346179256, 57.13623655219102, 0.0], [-4.71712661196483, 57.13604639132673, 0.0], [-4.717060271840592, 57.13601470260055, 0.0], [-4.716704663608751, 57.13584486861222, 0.0], [-4.716571703227743, 57.13578080475431, 0.0], [-4.716568653280723, 57.135779334046326, 0.0], [-4.716267391139401, 57.135634483619846, 0.0], [-4.716239547275267, 57.13562109575487, 0.0], [-4.716070488639924, 57.13553980960792, 0.0], [-4.71598355649092, 57.135594960252845, 0.0], [-4.715934491943012, 57.13557388794435, 0.0], [-4.715877952489913, 57.135550506101936, 0.0], [-4.715864281470069, 57.135544843811765, 0.0], [-4.715846759227957, 57.13553760233566, 0.0], [-4.71583882240885, 57.13553456138413, 0.0], [-4.715841338346377, 57.13553298624224, 0.0], [-4.715808844900207, 57.135518263772795, 0.0], [-4.715774132517118, 57.13550253787131, 0.0], [-4.715730514754755, 57.13548277823355, 0.0], [-4.715651605137796, 57.13544702929511, 0.0], [-4.715569515748073, 57.13540983935139, 0.0], [-4.715653051140649, 57.13535531619604, 0.0], [-4.715715783318288, 57.13531437036746, 0.0], [-4.715805148227078, 57.13525603965679, 0.0], [-4.71588470938278, 57.13520410896804, 0.0], [-4.71597804729479, 57.13514318551957, 0.0], [-4.716153896626524, 57.13502840505571, 0.0], [-4.71627374977627, 57.13495011066901, 0.0], [-4.718039499331863, 57.13379784917976, 0.0], [-4.720865121685166, 57.135075796921555, 0.0], [-4.720263540271075, 57.13546851685681, 0.0], [-4.720259907784095, 57.13547088832076, 0.0], [-4.720256141151448, 57.135473346276726, 0.0], [-4.720255974129512, 57.13547345774769, 0.0], [-4.720185216648993, 57.13551964614698, 0.0], [-4.720184634646712, 57.13552002635323, 0.0], [-4.720181054170813, 57.13552236343344, 0.0], [-4.72018054472069, 57.13552269623052, 0.0], [-4.719700730853197, 57.135835914977896, 0.0], [-4.719680873520074, 57.13584882633404, 0.0], [-4.720101837894158, 57.13604212112866, 0.0], [-4.720208980863296, 57.13609135014144, 0.0], [-4.720383665595224, 57.1361716136198, 0.0], [-4.720392854291052, 57.13617587184615, 0.0], [-4.720437647982562, 57.13619658578054, 0.0], [-4.720445567399667, 57.136200215485616, 0.0], [-4.720482066836951, 57.13621694385354, 0.0], [-4.720495649596994, 57.13622316926625, 0.0], [-4.720127136161111, 57.13646046767921, 0.0], [-4.719966742708381, 57.13656374911353, 0.0], [-4.719774771289869, 57.13668737227505, 0.0], [-4.720201685122413, 57.1368784868756, 0.0], [-4.720177314258325, 57.1368941591554, 0.0], [-4.719774250906415, 57.13715344107532, 0.0], [-4.719717192102575, 57.13712800512482, 0.0], [-4.719330846652669, 57.13737934391731, 0.0], [-4.719276130926027, 57.13741493923251, 0.0], [-4.719258543404024, 57.13742638129163, 0.0], [-4.719249221474801, 57.13742193174754, 0.0], [-4.719236823086625, 57.13741601392958, 0.0], [-4.719209772233004, 57.13740423078238, 0.0], [-4.718982550857151, 57.13730390715533, 0.0], [-4.718832217927851, 57.137398344715635, 0.0], [-4.71876563749977, 57.13736512435401, 0.0], [-4.718687693588032, 57.1374131968299, 0.0], [-4.718535794709402, 57.137341545314925, 0.0], [-4.718401375194656, 57.13742444638059, 0.0], [-4.718351272772186, 57.13741744444771, 0.0], [-4.71822946286547, 57.13749198340454, 0.0], [-4.718239905104866, 57.13749687965743, 0.0], [-4.718122735413066, 57.137571587495685, 0.0], [-4.718072108306942, 57.1375997996123, 0.0], [-4.718068011022608, 57.137602081328495, 0.0], [-4.718052238101514, 57.13759459550813, 0.0], [-4.718024170155447, 57.13758129196235, 0.0], [-4.717828978258976, 57.13748875925433, 0.0], [-4.717753903657234, 57.13734771550758, 0.0], [-4.717582818275185, 57.13726383209038, 0.0], [-4.717519825449409, 57.13723294636197, 0.0]]], ""type"": ""Polygon""}",30/01/2026,FORT AUGUSTUS SUBSTATION,275000
"56.677000400853196, -4.006209189403056","{""coordinates"": [[[-4.003674319351578, 56.67790865093111, 0.0], [-4.00361053629118, 56.67670772806827, 0.0], [-4.005172158967194, 56.67622591505143, 0.0], [-4.00588254534015, 56.67600672689075, 0.0], [-4.008430449822529, 56.67596564856658, 0.0], [-4.008529728406722, 56.67783041349562, 0.0], [-4.003674319351578, 56.67790865093111, 0.0]]], ""type"": ""Polygon""}",30/01/2026,KINARDOCHY SUBSTATION,275000
"57.268612582404806, -4.474224887648506","{""coordinates"": [[[-4.474291062729992, 57.269086867283136, 0.0], [-4.473426858883202, 57.2687702484365, 0.0], [-4.474236564861153, 57.2681231475742, 0.0], [-4.474811511242319, 57.26833077061558, 0.0], [-4.474819998410289, 57.268667513846765, 0.0], [-4.474291062729992, 57.269086867283136, 0.0]]], ""type"": ""Polygon""}",30/01/2026,FOYERS NORTH SWITCHING STATION,275000
"58.57501892108716, -3.753507502225984","{""coordinates"": [[[-3.752815943155525, 58.574874165642655, 0.0], [-3.753805065077376, 58.5746612658549, 0.0], [-3.754198470279009, 58.575168162942816, 0.0], [-3.753840923701774, 58.575245329296884, 0.0], [-3.753795865101325, 58.575236718904314, 0.0], [-3.753745404875029, 58.5752469834223, 0.0], [-3.753667740602606, 58.57526555111605, 0.0], [-3.753614132825645, 58.57527512194408, 0.0], [-3.753595944784718, 58.57529795317221, 0.0], [-3.753217596073941, 58.57538012667555, 0.0], [-3.752815943155525, 58.574874165642655, 0.0]]], ""type"": ""Polygon""}",30/01/2026,DOUNREAY 275kV SEALING END COMPOUND,275000
"57.21802494113874, -2.38863516428253","{""coordinates"": [[[-2.388976657395082, 57.21835944260889, 0.0], [-2.388297681898214, 57.218316948586406, 0.0], [-2.388169021600874, 57.2182065125433, 0.0], [-2.388285929339813, 57.217697168358825, 0.0], [-2.389106557463232, 57.217748528016344, 0.0], [-2.388976657395082, 57.21835944260889, 0.0]]], ""type"": ""Polygon""}",30/01/2026,LEYLODGE WEST 275kV SEALING END COMPOUND,275000
"60.29333315049659, -1.271905590728879","{""coordinates"": [[[-1.270197588546057, 60.294200501316986, 0.0], [-1.270234375787256, 60.29248125795878, 0.0], [-1.273705901765885, 60.29249942682643, 0.0], [-1.273729333792276, 60.29251621980992, 0.0], [-1.273710045343603, 60.293342861550684, 0.0], [-1.273430427682529, 60.293576052629234, 0.0], [-1.273416715301853, 60.29421986812501, 0.0], [-1.270197588546057, 60.294200501316986, 0.0]]], ""type"": ""Polygon""}",30/01/2026,KERGORD SUBSTATION,320000
"57.46776434515467, -4.4918978281962945","{""coordinates"": [[[-4.491483356601838, 57.46977427552408, 0.0], [-4.49144039317267, 57.46978806213999, 0.0], [-4.49145135935104, 57.469798131784735, 0.0], [-4.491081738730696, 57.46990315020057, 0.0], [-4.490922677074702, 57.469948342675124, 0.0], [-4.490896394143048, 57.46995425378697, 0.0], [-4.490868323419457, 57.46995840300031, 0.0], [-4.490846731786049, 57.46995972832513, 0.0], [-4.490818355586299, 57.469959390501764, 0.0], [-4.490800183854632, 57.46995803327025, 0.0], [-4.490789857201896, 57.46995725786164, 0.0], [-4.490762841139539, 57.46995240008388, 0.0], [-4.490733976216836, 57.469944882999926, 0.0], [-4.490577516307383, 57.46997403460495, 0.0], [-4.49058330676182, 57.469958643770475, 0.0], [-4.490583706223168, 57.46994246085302, 0.0], [-4.49058321752402, 57.469935281610574, 0.0], [-4.49057967352803, 57.46992242060936, 0.0], [-4.490536767808503, 57.469924247934955, 0.0], [-4.49051318150126, 57.469925671926546, 0.0], [-4.490387887508422, 57.469980147692375, 0.0], [-4.490379611435802, 57.46998374571648, 0.0], [-4.490393814492796, 57.47000996066261, 0.0], [-4.490367413412113, 57.47002712462387, 0.0], [-4.490299340714017, 57.47004807737119, 0.0], [-4.490262205110297, 57.470053573750924, 0.0], [-4.49024273966134, 57.47004325587686, 0.0], [-4.490220813848555, 57.470002424806154, 0.0], [-4.490283989094806, 57.46998695155402, 0.0], [-4.490256301996649, 57.469954125037106, 0.0], [-4.490245237057451, 57.4699410073529, 0.0], [-4.490075708368997, 57.469982520849996, 0.0], [-4.490001861266599, 57.46991154356256, 0.0], [-4.489288523565715, 57.46921770767596, 0.0], [-4.489366580533637, 57.46919325136691, 0.0], [-4.489131586199163, 57.468963002562965, 0.0], [-4.489085063312783, 57.46896829939484, 0.0], [-4.487848798223557, 57.46777522420031, 0.0], [-4.491324490617713, 57.46673295598777, 0.0], [-4.491217257708036, 57.4666271253007, 0.0], [-4.491895582253723, 57.46642353267315, 0.0], [-4.49190552433289, 57.46628349390411, 0.0], [-4.492062374105906, 57.466295084842166, 0.0], [-4.492198431150331, 57.46628394746436, 0.0], [-4.494757055023109, 57.46552102997478, 0.0], [-4.495288191627913, 57.466036491770595, 0.0], [-4.495664034799193, 57.46619523052094, 0.0], [-4.495877283375614, 57.46640287385125, 0.0], [-4.4959003697821, 57.46663230017573, 0.0], [-4.496219803301333, 57.46694357999498, 0.0], [-4.493945425101439, 57.46761889439343, 0.0], [-4.493624828302164, 57.467630998112554, 0.0], [-4.49330466502771, 57.467756668194596, 0.0], [-4.492478578148456, 57.46800384372788, 0.0], [-4.492680973288726, 57.468200878682055, 0.0], [-4.492609459091892, 57.46822265563854, 0.0], [-4.49260487764874, 57.4684264169302, 0.0], [-4.492932969891514, 57.468750012662724, 0.0], [-4.492962684151549, 57.46877893717569, 0.0], [-4.493050202844638, 57.46880038126552, 0.0], [-4.493306984951902, 57.46904990400686, 0.0], [-4.493437015049759, 57.46918857744938, 0.0], [-4.491824743199607, 57.46967170029547, 0.0], [-4.491606971744276, 57.46973713371901, 0.0], [-4.491483356601838, 57.46977427552408, 0.0]]], ""type"": ""Polygon""}",30/01/2026,BEAULY SUBSTATION,400000
"57.41000978430953, -2.5160509377314884","{""coordinates"": [[[-2.515925116977444, 57.40819618649644, 0.0], [-2.518946576957706, 57.410707144691294, 0.0], [-2.515936333093867, 57.41176503645363, 0.0], [-2.513592757230785, 57.40982265690122, 0.0], [-2.514231767671747, 57.409597446992564, 0.0], [-2.513587609050936, 57.409017506129096, 0.0], [-2.515925116977444, 57.40819618649644, 0.0]]], ""type"": ""Polygon""}",30/01/2026,ROTHIENORMAN SUBSTATION,400000
