Geo Point,Geo Shape,Export Date,Name,Operating Voltage
"57.566368749235686, -1.8812920938489797","{""coordinates"": [[[-1.882672492894982, 57.56650957467167, 0.0], [-1.881726158065467, 57.56709397929185, 0.0], [-1.880282408930049, 57.56642433069853, 0.0], [-1.880276019745124, 57.566333602265544, 0.0], [-1.880109865073815, 57.565961564053374, 0.0], [-1.880494843817117, 57.56572562762581, 0.0], [-1.881124156324689, 57.565784668671114, 0.0], [-1.882294743194399, 57.56633474962819, 0.0], [-1.882672492894982, 57.56650957467167, 0.0]]], ""type"": ""Polygon""}",30/01/2026,ST FERGUS SWITCHING STATION,132000
"57.95073681203807, -4.27102797442806","{""coordinates"": [[[-4.271358970282984, 57.9508438279426, 0.0], [-4.271049303530194, 57.95094205165559, 0.0], [-4.270697616473642, 57.9506290750093, 0.0], [-4.271005214565736, 57.95053157195891, 0.0], [-4.271358970282984, 57.9508438279426, 0.0]]], ""type"": ""Polygon""}",30/01/2026,LOCH BUIDHE EAST 132kV SEALING END COMPOUND,132000
"56.26189550376823, -5.041760793365345","{""coordinates"": [[[-5.041332990920625, 56.26142602258259, 0.0], [-5.042128059526279, 56.26142755132744, 0.0], [-5.04212767904674, 56.261511434841154, 0.0], [-5.042202698991385, 56.261512759881086, 0.0], [-5.042199371536263, 56.262302527673405, 0.0], [-5.042161877994398, 56.26233381891834, 0.0], [-5.042151184331185, 56.26236974012349, 0.0], [-5.041830378153534, 56.262352679081744, 0.0], [-5.041322188899767, 56.26235915843624, 0.0], [-5.041332990920625, 56.26142602258259, 0.0]]], ""type"": ""Polygon""}",30/01/2026,INVERARAY SWITCHING STATION,132000
"57.315266523205345, -4.087007086796863","{""coordinates"": [[[-4.086656896790848, 57.31537162968783, 0.0], [-4.086689282887707, 57.3151346903351, 0.0], [-4.087357286859177, 57.315161421975446, 0.0], [-4.087324887945916, 57.31539835276858, 0.0], [-4.086656896790848, 57.31537162968783, 0.0]]], ""type"": ""Polygon""}",30/01/2026,GLEN KYLLACHY SUBSTATION,132000
"57.461026149500235, -4.542658941762178","{""coordinates"": [[[-4.542731384385728, 57.461106767685976, 0.0], [-4.542508556503196, 57.46106874326688, 0.0], [-4.54258445287222, 57.46094535162521, 0.0], [-4.542811166227698, 57.46098454210031, 0.0], [-4.542731384385728, 57.461106767685976, 0.0]]], ""type"": ""Polygon""}",30/01/2026,AIGAS 132kV SEALING END COMPOUND,132000
"57.14737244603706, -2.2234446977658755","{""coordinates"": [[[-2.223147025752305, 57.14753673100732, 0.0], [-2.222970631665057, 57.14741758852776, 0.0], [-2.222973869283893, 57.14739262789219, 0.0], [-2.223527281109241, 57.14714750112569, 0.0], [-2.223573094802706, 57.14715068923382, 0.0], [-2.223812708670504, 57.147314525380004, 0.0], [-2.223846625592751, 57.147468407109336, 0.0], [-2.223821781893563, 57.14749228347511, 0.0], [-2.223147025752305, 57.14753673100732, 0.0]]], ""type"": ""Polygon""}",30/01/2026,KINGSWELLS SOUTH XCN/XCS SEALING END COMPOUND,132000
"57.46476112220401, -4.509822906369805","{""coordinates"": [[[-4.509971852320326, 57.46479804188235, 0.0], [-4.50975085033187, 57.46484117370561, 0.0], [-4.509668526069429, 57.46472770009739, 0.0], [-4.509900383603686, 57.464679948982855, 0.0], [-4.509971852320326, 57.46479804188235, 0.0]]], ""type"": ""Polygon""}",30/01/2026,KILMORACK 132kV SEALING END COMPOUND,132000
"57.21779277555379, -2.3761936706104176","{""coordinates"": [[[-2.37610588097633, 57.217955377581845, 0.0], [-2.375911242177297, 57.217869891906446, 0.0], [-2.376193768161944, 57.21768481434477, 0.0], [-2.376317301165664, 57.21763304072217, 0.0], [-2.376398991365846, 57.21767010484238, 0.0], [-2.376457552680402, 57.217729342711785, 0.0], [-2.37610588097633, 57.217955377581845, 0.0]]], ""type"": ""Polygon""}",30/01/2026,KINTORE XCN/XCS 132kV SEALING END COMPOUND,132000
"56.339886305398224, -3.294277343693118","{""coordinates"": [[[-3.295900576220973, 56.33968320453093, 0.0], [-3.295830760903104, 56.339703499753995, 0.0], [-3.29581722968159, 56.339728817434235, 0.0], [-3.296106482445563, 56.34002856148491, 0.0], [-3.294130800164414, 56.34061698046966, 0.0], [-3.293998140931705, 56.34047909314037, 0.0], [-3.293839665958685, 56.340411525509744, 0.0], [-3.293701577490942, 56.34041705122507, 0.0], [-3.293656324168105, 56.34036935394153, 0.0], [-3.293601822136733, 56.34035998284994, 0.0], [-3.293397647700386, 56.34041953894445, 0.0], [-3.293385075069359, 56.34040655200795, 0.0], [-3.293352028182186, 56.340371765407916, 0.0], [-3.293313765555558, 56.340369289615325, 0.0], [-3.293160422403597, 56.3403124873639, 0.0], [-3.292762488383896, 56.340165152123284, 0.0], [-3.292684071608684, 56.34022383412866, 0.0], [-3.29241219512322, 56.34012531907747, 0.0], [-3.292512902715207, 56.33979775138675, 0.0], [-3.293353799303594, 56.33956363047405, 0.0], [-3.293465499415979, 56.339479891619945, 0.0], [-3.293618159228688, 56.33936364831135, 0.0], [-3.293943518918247, 56.339293132202606, 0.0], [-3.294480581423879, 56.339182845860826, 0.0], [-3.294760257024818, 56.33922988030377, 0.0], [-3.29503478744599, 56.33933033918698, 0.0], [-3.295204821997828, 56.33939280491612, 0.0], [-3.295339471136113, 56.33944361837216, 0.0], [-3.295681839137334, 56.33957281959187, 0.0], [-3.295943846268177, 56.339671161187425, 0.0], [-3.295900576220973, 56.33968320453093, 0.0]]], ""type"": ""Polygon""}",30/01/2026,ABERNETHY SUBSTATION,132000
"57.708261430795915, -4.274487240251411","{""coordinates"": [[[-4.275083776262621, 57.7083843601535, 0.0], [-4.275077711944745, 57.708387555610074, 0.0], [-4.275068686963723, 57.708392311118835, 0.0], [-4.274980514127795, 57.70843877845557, 0.0], [-4.274981145591143, 57.70844038804131, 0.0], [-4.274987509256367, 57.70845662318694, 0.0], [-4.27498070779629, 57.708460297326155, 0.0], [-4.274794456933825, 57.708560908045655, 0.0], [-4.274772195615253, 57.708548650700024, 0.0], [-4.274763908544339, 57.708555616769026, 0.0], [-4.274582585791816, 57.708656905018756, 0.0], [-4.273695889593033, 57.70819365672788, 0.0], [-4.274297157849174, 57.70788004948496, 0.0], [-4.274666732311513, 57.708074401379086, 0.0], [-4.27469763727436, 57.708090653652576, 0.0], [-4.2747460579775, 57.70811593032453, 0.0], [-4.274766266607247, 57.70812659195264, 0.0], [-4.27489019193351, 57.708061943752114, 0.0], [-4.274977415796697, 57.7081071618783, 0.0], [-4.275041474948601, 57.708141690642094, 0.0], [-4.275084914136759, 57.70811860831187, 0.0], [-4.275263678952895, 57.70821495978296, 0.0], [-4.275220256534008, 57.70823804187274, 0.0], [-4.275150858668911, 57.70827493404354, 0.0], [-4.275100593189335, 57.70830292825494, 0.0], [-4.275123145664072, 57.70831482359406, 0.0], [-4.275167007127342, 57.70833870041234, 0.0], [-4.275168682631842, 57.708339612840646, 0.0], [-4.275083776262621, 57.7083843601535, 0.0]]], ""type"": ""Polygon""}",30/01/2026,ALNESS GRID,132000
"57.55443301943226, -6.6453998805085535","{""coordinates"": [[[-6.646031306583428, 57.554300990738355, 0.0], [-6.645991515121769, 57.55432868536522, 0.0], [-6.645687441945572, 57.554540314671314, 0.0], [-6.645415606651889, 57.5547364419658, 0.0], [-6.645382042476102, 57.55472284375949, 0.0], [-6.644733069063326, 57.554459907805374, 0.0], [-6.644945489407916, 57.554309597723964, 0.0], [-6.644991675123757, 57.554278121931056, 0.0], [-6.645006834320429, 57.55426577973026, 0.0], [-6.645289025968331, 57.55437960796703, 0.0], [-6.645630064499572, 57.55413871625735, 0.0], [-6.64572885336462, 57.554178673207424, 0.0], [-6.645934846916369, 57.55426198256696, 0.0], [-6.646031306583428, 57.554300990738355, 0.0]]], ""type"": ""Polygon""}",30/01/2026,ARDMORE SUBSTATION,132000
"58.019978762596175, -3.874912088599881","{""coordinates"": [[[-3.874777352098884, 58.02036087628695, 0.0], [-3.874748732643716, 58.020363993145374, 0.0], [-3.874735442971191, 58.020349455415406, 0.0], [-3.874726509616165, 58.02033727914146, 0.0], [-3.874527440730061, 58.02007748247039, 0.0], [-3.874516749879514, 58.020062389858126, 0.0], [-3.874490215692471, 58.02002789192027, 0.0], [-3.874285483172086, 58.01976171174104, 0.0], [-3.875065432592843, 58.019589408583975, 0.0], [-3.875543965838348, 58.020192360353306, 0.0], [-3.875530693045055, 58.02019522511285, 0.0], [-3.875393599120288, 58.02022569512818, 0.0], [-3.875141115052183, 58.020281668390346, 0.0], [-3.875140910863036, 58.020281713623795, 0.0], [-3.874901947871722, 58.020334694049325, 0.0], [-3.874866022732407, 58.020342565944894, 0.0], [-3.874844365870487, 58.02034731141961, 0.0], [-3.874777352098884, 58.02036087628695, 0.0]]], ""type"": ""Polygon""}",30/01/2026,BRORA SUBSTATION,132000
"57.1541258843166, -4.936863231150861","{""coordinates"": [[[-4.93731205528085, 57.154102952461045, 0.0], [-4.937287834266771, 57.15413717678765, 0.0], [-4.937275679351245, 57.15415434436594, 0.0], [-4.937237369966682, 57.15420846712998, 0.0], [-4.937116869040207, 57.15423429019169, 0.0], [-4.937056065219021, 57.15431096913402, 0.0], [-4.93703732176551, 57.15433460680734, 0.0], [-4.937016818110362, 57.15433027864099, 0.0], [-4.936870873559274, 57.1542995077668, 0.0], [-4.936808541958643, 57.154285349712275, 0.0], [-4.936796584310046, 57.15428263416915, 0.0], [-4.936767986372963, 57.15427613176541, 0.0], [-4.936551804286657, 57.15422701681798, 0.0], [-4.936536932713258, 57.15422363519599, 0.0], [-4.936402097643894, 57.15419300802082, 0.0], [-4.936412008366466, 57.1541800068399, 0.0], [-4.936425213027771, 57.15416268264212, 0.0], [-4.936572763834586, 57.15396911178376, 0.0], [-4.936595516458342, 57.15393926223482, 0.0], [-4.936915881289899, 57.15401018576785, 0.0], [-4.936959009296239, 57.15393966331794, 0.0], [-4.937162206969782, 57.153978406867985, 0.0], [-4.937210892710953, 57.15398768946188, 0.0], [-4.937208399544251, 57.15399170253236, 0.0], [-4.937202851252059, 57.15400077544317, 0.0], [-4.937165405582586, 57.154062033187856, 0.0], [-4.937163474225466, 57.15406520621183, 0.0], [-4.937310789452567, 57.154102631592, 0.0], [-4.93731205528085, 57.154102952461045, 0.0]]], ""type"": ""Polygon""}",30/01/2026,CEANNACROC SUBSTATION,132000
"56.71698226501063, -3.778231208668292","{""coordinates"": [[[-3.778705403410401, 56.71716770188733, 0.0], [-3.778691004739327, 56.717177228865914, 0.0], [-3.778685624653093, 56.717181987047, 0.0], [-3.778680298304707, 56.717186706722146, 0.0], [-3.778651558446468, 56.71721217000053, 0.0], [-3.778646266489821, 56.71721014298125, 0.0], [-3.778598207134161, 56.717191753210805, 0.0], [-3.778559438116082, 56.717176321752305, 0.0], [-3.778547883748148, 56.71718396880663, 0.0], [-3.778538566703514, 56.717190134582545, 0.0], [-3.778462845127356, 56.717240247727744, 0.0], [-3.777872980875687, 56.71697071408511, 0.0], [-3.777844427601891, 56.71698961340958, 0.0], [-3.777839808277859, 56.71698750307789, 0.0], [-3.777763297174954, 56.716952547478435, 0.0], [-3.777773169457871, 56.716946027003104, 0.0], [-3.777561057844425, 56.71684910061806, 0.0], [-3.777578297823341, 56.71683769482739, 0.0], [-3.777756938784159, 56.7167194773594, 0.0], [-3.777935766058737, 56.716801190004134, 0.0], [-3.777973065879001, 56.71677650505873, 0.0], [-3.777979942976154, 56.716771959162706, 0.0], [-3.778050752599219, 56.71680431387439, 0.0], [-3.77824276244228, 56.716892045919785, 0.0], [-3.778257380383628, 56.7168987254362, 0.0], [-3.778275557191983, 56.71690703081819, 0.0], [-3.778340205702814, 56.716864245256225, 0.0], [-3.778369398790397, 56.716840215031475, 0.0], [-3.778454906344119, 56.71688103686032, 0.0], [-3.778617128453386, 56.71695847494187, 0.0], [-3.778725555693646, 56.7170102369994, 0.0], [-3.778804477622579, 56.717047917893545, 0.0], [-3.778822221929805, 56.71704373793618, 0.0], [-3.778834600946159, 56.717050165417085, 0.0], [-3.77886388197131, 56.71706537285261, 0.0], [-3.778763829873755, 56.71712904295849, 0.0], [-3.778705403410401, 56.71716770188733, 0.0]]], ""type"": ""Polygon""}",30/01/2026,CLUNIE PS GRID,132000
"57.1921670992514, -4.401440187783968","{""coordinates"": [[[-4.401017903843556, 57.19195847665777, 0.0], [-4.401210698471442, 57.19208786226461, 0.0], [-4.401320490367667, 57.19215299955059, 0.0], [-4.401944736891461, 57.191859001654784, 0.0], [-4.402328538296586, 57.192096615457594, 0.0], [-4.402351547804007, 57.19211086108528, 0.0], [-4.401726066252616, 57.192405738312665, 0.0], [-4.40138745507655, 57.19256612568768, 0.0], [-4.401204251499322, 57.19245930805342, 0.0], [-4.400980183186358, 57.19231708466442, 0.0], [-4.400873902481983, 57.19228576147122, 0.0], [-4.400698100230702, 57.19226512294776, 0.0], [-4.400653533411976, 57.19226576892118, 0.0], [-4.40062750094257, 57.192266143858234, 0.0], [-4.400624957581794, 57.19226618083496, 0.0], [-4.400614725157434, 57.19226409410325, 0.0], [-4.400596826974779, 57.192260446650124, 0.0], [-4.40057258995107, 57.192242785172716, 0.0], [-4.400747644691452, 57.19216957641342, 0.0], [-4.400951966450879, 57.192084127136, 0.0], [-4.400566975195614, 57.191820442349936, 0.0], [-4.400673967626116, 57.19176983486637, 0.0], [-4.400698483837263, 57.19175926442647, 0.0], [-4.400754966618557, 57.19173233944846, 0.0], [-4.400754240712344, 57.19173186628505, 0.0], [-4.400773897025354, 57.19172256870172, 0.0], [-4.400858336307218, 57.1917818256192, 0.0], [-4.400898319523399, 57.191817670369424, 0.0], [-4.40091842796208, 57.19184185388664, 0.0], [-4.400962919157239, 57.19189537808053, 0.0], [-4.400975742059281, 57.19191748140234, 0.0], [-4.400986987824498, 57.191937727798724, 0.0], [-4.401017903843556, 57.19195847665777, 0.0]]], ""type"": ""Polygon""}",30/01/2026,CORRIEGARTH SUBSTATION,132000
"58.265632137827154, -3.4342933136958655","{""coordinates"": [[[-3.434856700068671, 58.265456569406126, 0.0], [-3.434833966880014, 58.26581380491166, 0.0], [-3.433937019455719, 58.26580891648754, 0.0], [-3.43366710510509, 58.265702895311335, 0.0], [-3.433666947901534, 58.26556145599847, 0.0], [-3.433930984011007, 58.26545327057424, 0.0], [-3.434856700068671, 58.265456569406126, 0.0]]], ""type"": ""Polygon""}",30/01/2026,DUNBEATH SUBSTATION,132000
"57.27074888547278, -4.3071457545046465","{""coordinates"": [[[-4.307035670405662, 57.270915350493375, 0.0], [-4.306941581090171, 57.2708310987643, 0.0], [-4.306862301395859, 57.27076010595594, 0.0], [-4.306550885002141, 57.270494960961415, 0.0], [-4.306660526120071, 57.27045678901527, 0.0], [-4.306606545813667, 57.270417315831125, 0.0], [-4.306774063820538, 57.27036000258115, 0.0], [-4.306823155020629, 57.27040285338537, 0.0], [-4.307069629027885, 57.2703170776616, 0.0], [-4.307411975543399, 57.270609040464855, 0.0], [-4.307532096129722, 57.27073727308704, 0.0], [-4.307743611423079, 57.27091622975494, 0.0], [-4.307778999888815, 57.27094617030275, 0.0], [-4.307548643994842, 57.271025549962395, 0.0], [-4.307076595326982, 57.271188209337005, 0.0], [-4.307075284187274, 57.271187084121564, 0.0], [-4.30685292543674, 57.27099616398854, 0.0], [-4.306832496431665, 57.27097797429731, 0.0], [-4.306883721583949, 57.270960480932224, 0.0], [-4.306894842953278, 57.270956683291594, 0.0], [-4.306975350473009, 57.27092926291577, 0.0], [-4.306994398606304, 57.27092760841603, 0.0], [-4.307001070268545, 57.27092702943173, 0.0], [-4.307035670405662, 57.270915350493375, 0.0]]], ""type"": ""Polygon""}",30/01/2026,DUNMAGLASS SUBSTATION,132000
"55.975676305607244, -4.947859233263169","{""coordinates"": [[[-4.947822445527939, 55.97526674525156, 0.0], [-4.948534338849639, 55.97583669752911, 0.0], [-4.947899275722425, 55.97608651573236, 0.0], [-4.947182517984998, 55.975515777341116, 0.0], [-4.947822445527939, 55.97526674525156, 0.0]]], ""type"": ""Polygon""}",30/01/2026,DUNOON SUBSTATION,132000
"57.21580486871637, -2.1899331229404013","{""coordinates"": [[[-2.190797953387432, 57.21593793043902, 0.0], [-2.190218530294548, 57.216248201379955, 0.0], [-2.190042310451245, 57.21614813812741, 0.0], [-2.18977242961557, 57.216296108390274, 0.0], [-2.189065078918766, 57.21590282587412, 0.0], [-2.189461356767296, 57.21569023082169, 0.0], [-2.189292817059231, 57.21559526620043, 0.0], [-2.189542402674969, 57.21546439428696, 0.0], [-2.189550739767139, 57.21546002047631, 0.0], [-2.189634805748283, 57.21541591747955, 0.0], [-2.189575014866152, 57.21538284287289, 0.0], [-2.189820230728031, 57.215255902545586, 0.0], [-2.190149667011533, 57.21543728100873, 0.0], [-2.19048571620329, 57.21542997108128, 0.0], [-2.190632657948499, 57.21551014509439, 0.0], [-2.190329696340491, 57.2156763402111, 0.0], [-2.190797953387432, 57.21593793043902, 0.0]]], ""type"": ""Polygon""}",30/01/2026,DYCE SUBSTATION,132000
"57.41017791510323, -6.413754676561213","{""coordinates"": [[[-6.413439673923066, 57.4105229427734, 0.0], [-6.413297499396234, 57.410547024702026, 0.0], [-6.413248485321456, 57.41045062193641, 0.0], [-6.413246604861271, 57.41044691051344, 0.0], [-6.413100943332931, 57.41013221906051, 0.0], [-6.41308027312428, 57.410087557888936, 0.0], [-6.413041388520693, 57.410005310259415, 0.0], [-6.413162370013761, 57.40998442676926, 0.0], [-6.414189095215336, 57.40980719435491, 0.0], [-6.414487615931225, 57.41034543034743, 0.0], [-6.413439673923066, 57.4105229427734, 0.0]]], ""type"": ""Polygon""}",30/01/2026,EDINBANE SUBSTATION,132000
"57.66476183301364, -3.321166689448392","{""coordinates"": [[[-3.321820641363183, 57.664889467048496, 0.0], [-3.322137550259428, 57.665087199114225, 0.0], [-3.321662543706075, 57.66530856167321, 0.0], [-3.32099959529034, 57.66489461997476, 0.0], [-3.320936667455432, 57.66492136461734, 0.0], [-3.320218655917853, 57.66447109058133, 0.0], [-3.320687404428348, 57.66425461468502, 0.0], [-3.320753937997417, 57.664223887945965, 0.0], [-3.320885276412899, 57.664307417518216, 0.0], [-3.321044379666816, 57.66440860559052, 0.0], [-3.321074443163731, 57.66442772245284, 0.0], [-3.321233787941328, 57.664529069468294, 0.0], [-3.321389701636196, 57.66462823325868, 0.0], [-3.321369773538981, 57.664633382249086, 0.0], [-3.321528462255431, 57.66473323554555, 0.0], [-3.321546419013226, 57.664725043825825, 0.0], [-3.321552528722679, 57.66472895060479, 0.0], [-3.32172595329316, 57.66483986982328, 0.0], [-3.321712706740419, 57.664867407268545, 0.0], [-3.321745279368745, 57.66488727930215, 0.0], [-3.321790270770189, 57.66488680915588, 0.0], [-3.321815951895015, 57.66488654078887, 0.0], [-3.321820641363183, 57.664889467048496, 0.0]]], ""type"": ""Polygon""}",30/01/2026,ELGIN SUBSTATION,132000
"56.70712087641443, -4.011325253226523","{""coordinates"": [[[-4.011607467156131, 56.70646984904727, 0.0], [-4.011605353844502, 56.70641321484085, 0.0], [-4.012186395967262, 56.70641838632818, 0.0], [-4.012183496105516, 56.70681075524885, 0.0], [-4.012564270197858, 56.70681313972745, 0.0], [-4.012560315526631, 56.70702050712455, 0.0], [-4.012902402135085, 56.70702037065646, 0.0], [-4.012876554892985, 56.70753657601628, 0.0], [-4.012666781494654, 56.70760071023138, 0.0], [-4.01223496567817, 56.707603284094986, 0.0], [-4.01223366132962, 56.70764922283856, 0.0], [-4.011606204406526, 56.70764408215657, 0.0], [-4.011603342759946, 56.707593538069965, 0.0], [-4.010665667581432, 56.707591874820025, 0.0], [-4.010670239900453, 56.7074908001419, 0.0], [-4.009679869496152, 56.707478208684996, 0.0], [-4.00969249468277, 56.70679903485364, 0.0], [-4.010337287270865, 56.7068016462031, 0.0], [-4.010345278278796, 56.706665023173464, 0.0], [-4.010345544030563, 56.70666048103349, 0.0], [-4.010345640730395, 56.70664903420479, 0.0], [-4.010346214229713, 56.706649035731246, 0.0], [-4.010541214936274, 56.706649606509416, 0.0], [-4.010581252637786, 56.70664972400799, 0.0], [-4.010581267720319, 56.706643882966404, 0.0], [-4.010698737621349, 56.70664405340881, 0.0], [-4.010738439939269, 56.7066441313418, 0.0], [-4.010738434462464, 56.70665015194544, 0.0], [-4.010802486254276, 56.70665037591665, 0.0], [-4.010830324749793, 56.706660799354985, 0.0], [-4.010835652723484, 56.70666880059737, 0.0], [-4.010836422487813, 56.70674139378757, 0.0], [-4.010855443024469, 56.70674270416236, 0.0], [-4.010941429637967, 56.706743742092854, 0.0], [-4.010946934142306, 56.706672395478094, 0.0], [-4.010949719551315, 56.70666336466266, 0.0], [-4.010954376782296, 56.70665879654789, 0.0], [-4.01095971598987, 56.70665170138577, 0.0], [-4.01101347494266, 56.70665191171357, 0.0], [-4.011013624436449, 56.706645529350475, 0.0], [-4.0111539843466, 56.70664604864977, 0.0], [-4.011153839668244, 56.70665252079396, 0.0], [-4.011330147722391, 56.70665317830271, 0.0], [-4.011330099506366, 56.706655335684104, 0.0], [-4.011430291405559, 56.70665623374016, 0.0], [-4.011563380750565, 56.7067399800759, 0.0], [-4.011612986144693, 56.70671379391232, 0.0], [-4.011612205495544, 56.70667655479933, 0.0], [-4.01160839024273, 56.70649457756359, 0.0], [-4.011607467156131, 56.70646984904727, 0.0]]], ""type"": ""Polygon""}",30/01/2026,ERROCHTY SUBSTATION,132000
"56.924601862510826, -2.30205236072936","{""coordinates"": [[[-2.30231877604056, 56.924144008091346, 0.0], [-2.302587695145708, 56.92446828594457, 0.0], [-2.30247288512191, 56.92461283706729, 0.0], [-2.302698806275399, 56.924881072631116, 0.0], [-2.301947936170347, 56.925070642328535, 0.0], [-2.301867987821545, 56.924975971037604, 0.0], [-2.301737987142781, 56.92500578650859, 0.0], [-2.301678683480136, 56.92492868164144, 0.0], [-2.301702558970022, 56.92492326989077, 0.0], [-2.301686087974135, 56.92490370793087, 0.0], [-2.301735160267994, 56.92489173135807, 0.0], [-2.301743031375225, 56.92490216001859, 0.0], [-2.30179633064289, 56.92489080204896, 0.0], [-2.301469509205051, 56.92450367079382, 0.0], [-2.301334204544182, 56.924539706164104, 0.0], [-2.30123155384877, 56.924424436426285, 0.0], [-2.30231877604056, 56.924144008091346, 0.0]]], ""type"": ""Polygon""}",30/01/2026,FIDDES SUBSTATION,132000
"57.201745709499754, -4.719854230152452","{""coordinates"": [[[-4.720144740164074, 57.201594624687395, 0.0], [-4.720245259828872, 57.20180973783416, 0.0], [-4.719625001862387, 57.20190002263658, 0.0], [-4.719596454795507, 57.20184285422322, 0.0], [-4.719605642125299, 57.201841491268034, 0.0], [-4.719476901457757, 57.201832456258515, 0.0], [-4.719457300699708, 57.201798328307426, 0.0], [-4.719481983551511, 57.20179352448401, 0.0], [-4.71944795359427, 57.20173074199046, 0.0], [-4.719433320251053, 57.201703746397435, 0.0], [-4.71948348045706, 57.201695936931124, 0.0], [-4.720137165828085, 57.20157841615877, 0.0], [-4.720144740164074, 57.201594624687395, 0.0]]], ""type"": ""Polygon""}",30/01/2026,GLENMORISTON SUBSTATION,132000
"57.0720341130274, -4.7738397478542955","{""coordinates"": [[[-4.773816946383932, 57.07214789892974, 0.0], [-4.77380746091364, 57.072152573105214, 0.0], [-4.773782324465237, 57.072130818638776, 0.0], [-4.773759244317949, 57.07210889099604, 0.0], [-4.773699578439094, 57.072054431317966, 0.0], [-4.773694487608261, 57.07204397397437, 0.0], [-4.773668543445663, 57.07198245004735, 0.0], [-4.773887547700261, 57.07191179909051, 0.0], [-4.773924184813041, 57.07194866456511, 0.0], [-4.77391976808527, 57.07197733163779, 0.0], [-4.773935402245028, 57.071993568894264, 0.0], [-4.773988474683416, 57.072039963618096, 0.0], [-4.774034001118928, 57.07207959259249, 0.0], [-4.773972501638149, 57.07209909074584, 0.0], [-4.773816946383932, 57.07214789892974, 0.0]]], ""type"": ""Polygon""}",30/01/2026,INVERGARRY SUBSTATION,132000
"57.46349981429647, -4.511998141915057","{""coordinates"": [[[-4.512133369873449, 57.46344591629064, 0.0], [-4.512121608764449, 57.46356211128012, 0.0], [-4.512086675126755, 57.46356092053641, 0.0], [-4.511865552138416, 57.46355355619993, 0.0], [-4.511870907349903, 57.46343860051784, 0.0], [-4.512133369873449, 57.46344591629064, 0.0]]], ""type"": ""Polygon""}",30/01/2026,KILMORACK GRID,132000
"57.575630131199176, -4.689392410602081","{""coordinates"": [[[-4.689951363062392, 57.57577345396317, 0.0], [-4.689804224995763, 57.575825553427286, 0.0], [-4.689726178448204, 57.57585318756956, 0.0], [-4.689633135781754, 57.57588613231325, 0.0], [-4.689495063946604, 57.575774872123716, 0.0], [-4.689407525784365, 57.57580282240536, 0.0], [-4.689313152925168, 57.57583295458413, 0.0], [-4.689302057628194, 57.575822919255984, 0.0], [-4.689255939886586, 57.57578123328473, 0.0], [-4.689123577914595, 57.57575864767246, 0.0], [-4.689029793999045, 57.5756832976597, 0.0], [-4.688920254736352, 57.5755952795522, 0.0], [-4.688923758094397, 57.57558903113862, 0.0], [-4.688928535368806, 57.57558052871175, 0.0], [-4.688930810938567, 57.57557647940904, 0.0], [-4.688887033464125, 57.575540881312, 0.0], [-4.68887863386121, 57.57553405066853, 0.0], [-4.688869557887966, 57.575526668274755, 0.0], [-4.68929032398094, 57.57537272482452, 0.0], [-4.689382080282858, 57.57536780458073, 0.0], [-4.689408940136589, 57.57538813521342, 0.0], [-4.689505379036671, 57.57546115477515, 0.0], [-4.689701835722214, 57.5756098853135, 0.0], [-4.689714973733508, 57.575605013245756, 0.0], [-4.689726747257341, 57.57560064653803, 0.0], [-4.689758662467173, 57.575618074558456, 0.0], [-4.689951363062392, 57.57577345396317, 0.0]]], ""type"": ""Polygon""}",30/01/2026,LUICHART SUBSTATION,132000
